"","avg_MET","avg_Intra_FLC"
"hsa-mir-223-5p",322.4272853,0
"hsa-mir-30a-3p_+_1",1319.225223,245.7228685
"hsa-mir-181b-2-5p_+_1",428.1318518,144.3196688
"hsa-mir-34a-5p",25048.74421,2910.031171
"hsa-mir-193b-3p",1634.777945,162.8469491
"hsa-mir-186-5p_+_1",356.6798008,71.08737458
"hsa-mir-486-5p",23242.72593,16.73811651
"hsa-mir-877-5p",160.1811091,13.1972717
"hsa-mir-941-3",163.9859422,76.47563673
"hsa-mir-423-3p_+_1",236.0948852,46.91742041
"hsa-mir-152_+_1",319.8323239,210.2808665
"hsa-mir-21-3p",1942.612713,29.09181958
"hsa-mir-449c-5p",824.2296407,0
"hsa-mir-221-3p",49266.54648,20525.42972
"hsa-mir-487b",409.8770949,0
"hsa-mir-361-3p",5148.062037,1186.84054
"hsa-mir-122-3p",433.8160762,0
"hsa-mir-20a-5p",12825.87889,551.9259614
"hsa-let-7a-1-3p",268.055481,44.30214735
"hsa-mir-27b-3p",63701.66827,10315.21579
"hsa-mir-194-1-5p",9056.627236,2171.079019
"hsa-mir-103a-1-3p_+_1",149.0055659,99.35519708
"hsa-mir-103a-1-3p_+_2",130.7960094,27.28843361
"hsa-mir-423-3p_-_1",2210.005121,351.9230519
"hsa-mir-199a-1-5p",2330.943071,132.9742323
"hsa-mir-323a-3p",143.4139868,0
"hsa-mir-204-5p",303.662535,5.659201692
"hsa-mir-125a-5p",10004.51253,211.9642684
"hsa-mir-378a-3p_+_1",571.8900792,42.64646105
"hsa-mir-23a-3p",8161.012307,1470.480629
"hsa-mir-374b-5p",1257.32765,114.9205611
"hsa-mir-335-3p",354.8540519,41.06648767
"hsa-mir-449c-5p_+_1",2766.958555,0
"hsa-mir-361-3p_+_1",415.0456599,62.57154818
"hsa-mir-29a-3p",23481.17607,4013.547481
"hsa-mir-24-2-5p_-_1",843.5123511,281.9627659
"hsa-mir-497-5p_+_1",351.4259099,0
"hsa-mir-16-2-3p_-_1",906.8004802,166.5108125
"hsa-mir-30a-5p",55108.80376,16688.70735
"hsa-mir-4485_-_3",136.9590239,37.42243569
"hsa-let-7g-5p",182318.5325,25963.98328
"hsa-mir-10a-5p_+_1",11609.55162,633.4373695
"hsa-mir-324-5p",1604.19392,740.1990036
"hsa-mir-24-2-3p_+_1",834.7998817,302.8353298
"hsa-mir-24-2-3p_+_2",199.8254114,38.94440464
"hsa-mir-874",184.1095816,0
"hsa-mir-299-3p",107.5134214,0
"hsa-mir-7-1-3p",132.6945199,26.97695828
"hsa-mir-590-3p_-_1",147.5390427,11.90617691
"hsa-mir-320c-2",201.7288059,126.0749583
"hsa-let-7d-3p",1014.769728,369.0753898
"hsa-mir-181a-1-3p",1223.498136,15.16350179
"hsa-mir-221-3p_-_1",123.296348,38.43933519
"hsa-mir-542-5p",102.4150303,25.0414782
"hsa-mir-222-3p",12357.63297,3615.933035
"hsa-mir-892a",0,1103.60025
"hsa-mir-888-5p",0,822.3387117
