miR,avg_Intra_FLC
hsa-mir-320b-1,951.8545912
hsa-mir-186-5p,1715.753196
hsa-mir-199a-1-3p,5648.721656
hsa-mir-199b-3p,5648.721656
hsa-mir-182-5p_-_1,28.42367545
hsa-mir-28-3p,1516.382598
hsa-mir-199a-2-3p,5696.090099
hsa-mir-342-5p,27.24160762
hsa-mir-423-5p_+_1,117.6600056
hsa-mir-183-5p_+_1,308.4817206
hsa-mir-24-1-3p_+_1,305.4119302
hsa-mir-339-3p,45.26802431
hsa-mir-200c-3p,206.5405892
hsa-mir-30a-5p_-_1,55.8383741
hsa-mir-24-2-3p_+_1,302.8353298
hsa-mir-92a-2-3p,2185.604629
hsa-mir-200a-3p_+_1,86.24808176
hsa-mir-92a-1-3p,2554.770636
hsa-mir-335-3p,41.06648767
hsa-mir-29c-3p_+_6,37.89489206
hsa-mir-92b-5p,36.8439868
hsa-mir-200b-3p_+_1,89.10633897
hsa-mir-151a-5p,198.5887868
hsa-mir-186-5p_+_1,71.08737458
hsa-mir-126-3p_+_1,42.82188556
hsa-mir-769-5p,467.2713371
hsa-mir-335-5p,59.96955648
hsa-mir-23b-3p_+_1,40.74150042
hsa-mir-320d-2,63.04330358
hsa-mir-34b-3p_+_1,58.29359766
hsa-mir-664-5p,29.81378086
hsa-mir-532-5p,516.3187633
hsa-mir-320c-1,121.5113942
hsa-mir-196b-5p,38.88686134
hsa-mir-222-3p,3615.933035
hsa-mir-320d-1,71.27910563
hsa-mir-192-5p,56041.20654
hsa-mir-212-3p,108.9999751
hsa-mir-126-3p,53.88542537
hsa-mir-429,130.6077724
