miR,avg_NML,avg_PRI,avg_MET,avg_REC
hsa-mir-155-5p,9275.271516,19750.11203,30844.54023,13621.11402
hsa-mir-1247-3p_+_3,91.42177401,77.87230278,46.56918021,124.5554983
hsa-mir-518b,0,0,0,30.03473824
hsa-mir-532-5p,3320.996438,4594.629361,5146.455769,3667.834253
hsa-mir-1976,0,1.859741177,5.128376979,0
hsa-mir-1973,0,0,1.442727374,0
hsa-mir-524-5p,0,0,0,9.439489162
hsa-mir-5010-5p,1.577179043,0,0,0
hsa-mir-19b-1-5p,17.05690951,1.735758432,5.982903099,3.893076313
hsa-mir-1307-5p_+_2,3.562318109,3.003960285,0.611294788,16.30457219
hsa-let-7g-3p,61.71242151,59.43067489,18.34744822,35.94557988
hsa-mir-193b-3p_-_1,11.78915762,31.14869105,1.190251053,13.73016605
hsa-mir-339-3p_+_2,16.08789839,11.48051275,26.50831386,15.43814386
hsa-mir-1910,0,1.363810196,0,0
hsa-mir-1913,0,1.363810196,0,0
hsa-mir-4787-3p,2.849854487,3.003960285,0,0
hsa-mir-552,6.64966047,6.628418176,10.10343039,0
hsa-mir-887_+_1,0,4.898225084,0.846166849,0
hsa-mir-654-5p_-_1,49.91609553,49.71403328,28.49542633,67.09019039
hsa-mir-335-5p_-_1,7.191651942,2.479654903,4.501964518,0
hsa-mir-15b-3p_+_1,0,0,1.152922674,9.439489162
hsa-mir-582-5p_-_1,0,1.487792942,0.715473305,0
hsa-mir-324-3p_-_1,12.11188157,19.22727028,10.88191386,53.17122167
hsa-mir-548k_+_1,2.612366613,0,0,0
hsa-mir-122-3p_+_1,17.62325257,0,0.889557749,0
hsa-mir-24-1-3p_+_1,574.8663663,705.9059727,844.2769199,1488.088845
hsa-mir-24-1-3p_+_2,419.4286027,203.8006611,216.8397702,103.207987
hsa-mir-24-1-3p_+_3,12.59636838,14.55193464,5.792414309,0
hsa-mir-146a-5p_-_1,169.0295735,51.99985898,160.2852062,255.3565046
hsa-mir-625-3p,37.82086649,36.27850166,57.22934576,38.67902625
hsa-mir-451a_-_1,46.63110991,15.36744264,44.6268653,24.40880528
hsa-mir-423-5p,6448.41871,6234.562099,5403.919014,6096.373407
hsa-mir-3687_+_4,13.96698029,5.596207,11.39120335,12.0138953
hsa-mir-3687_+_1,0,0,4.136395678,0
hsa-mir-103a-2-3p_+_4,3.022926499,0,2.217952986,0
hsa-mir-103a-2-3p_+_3,2.628631738,1.239827451,4.637071343,4.671691576
hsa-mir-126-5p,24375.2594,24625.315,33885.81049,10421.45108
hsa-mir-1226-3p,24.49838873,40.77739089,14.49336828,28.13454841
hsa-mir-720,59.43924419,66.37805184,64.37235862,103.5460628
hsa-mir-125b-1-3p_+_1,0,11.33251562,8.643996368,65.77981316
hsa-mir-378a-3p_-_2,3.087342361,0,0,0
hsa-mir-378a-3p_-_1,276.4829336,70.8056396,46.62417277,139.0559867
hsa-let-7c_+_2,1.445747456,2.46060871,0,0
hsa-let-7c_+_3,28.83190187,23.37702983,18.09766507,8.954075521
hsa-let-7c_+_6,23.61627882,16.76071925,8.213824599,6.228922101
hsa-let-7c_+_7,11.68384933,4.988788499,1.373691633,0
hsa-let-7c_+_4,14.78035424,14.6443266,7.101973032,0
hsa-let-7c_+_5,19.16188788,16.73371471,10.18332258,3.893076313
hsa-mir-19b-2-3p_+_1,123.4626008,63.03094725,68.58072096,145.0975803
hsa-mir-95_+_2,10.86298072,20.68227952,24.59465003,8.175460258
hsa-mir-23b-3p_-_1,63.95766774,65.88072788,54.80282306,39.26542949
hsa-mir-101-2-3p,9497.566185,4116.327138,6302.5311,2057.35704
hsa-mir-4658,0,2.730872986,1.624230152,17.16270757
hsa-mir-5002-5p,1.445747456,1.363810196,0.613262833,0
hsa-mir-483-3p_+_1,349.1703909,14.44673751,16.63761601,16.35092052
hsa-mir-483-3p_+_2,18.89758109,0,0,0
hsa-mir-584-5p_+_1,0,3.550134882,0,3.893076313
hsa-mir-100-3p,33.95700755,37.30457345,46.85071537,82.53321784
hsa-mir-487b_-_1,0,0,1.479541981,0
hsa-mir-129-1-5p,2.965073325,138.2304308,106.4755435,69.64312704
hsa-mir-363-5p,0,0,2.085727117,0
hsa-mir-3173-5p,6.721231282,0,0,0
hsa-mir-362-5p_+_1,0,1.501980142,0,0
hsa-mir-4732-3p,7.044972473,0,8.798769979,0
hsa-mir-3613-3p,31.55846401,10.93532217,5.981119019,21.45338446
hsa-mir-361-3p_-_2,12.14349421,39.28595753,41.26553382,53.25903473
hsa-mir-361-3p_-_1,14.66789653,33.98641748,32.84278819,27.91257396
hsa-mir-331-5p,18.41304377,39.9008809,29.14067839,21.98514643
hsa-mir-424-5p,1524.41359,512.0630772,461.1414764,610.6333967
hsa-mir-20a-5p_+_6,0,0,1.255135329,0
hsa-mir-20a-5p_+_4,1.445747456,1.363810196,3.157370507,0
hsa-mir-20a-5p_+_2,13.80106323,16.76393849,23.55029111,17.51884341
hsa-mir-20a-5p_+_3,0,0,0.664368069,0
hsa-mir-20a-5p_+_1,110.3323933,154.9969617,239.4746929,322.358421
hsa-mir-3648_+_7,6.412172596,0,0,0
hsa-mir-493-3p,256.3078567,315.6912985,245.2776356,236.0150564
hsa-mir-4662a-5p,20.89256671,0,19.05495501,0
hsa-mir-3615_+_1,6.412172596,15.19002553,5.908935558,41.3163666
hsa-mir-199a-2-3p_-_2,14.8134304,32.47291831,29.56316946,17.12953578
hsa-mir-199a-2-3p_-_1,8249.04229,13213.53936,11547.80246,8189.968395
hsa-mir-329-2,14.66614752,10.16050256,4.684520321,10.29762454
hsa-mir-125b-2-5p_+_3,1.577179043,0,0.48903583,0
hsa-mir-125b-2-5p_+_2,61.34065244,50.75902414,25.51391376,71.06278682
hsa-mir-125b-2-5p_+_1,9.13032625,0,5.66866301,0
hsa-mir-151a-5p_-_1,100.3856451,99.00025316,87.74021711,55.47389567
hsa-mir-449a,200.2337834,3667.34877,8756.437046,20466.37488
hsa-mir-4492,9.545710469,30.7292821,16.84583188,27.46033211
hsa-mir-147b_-_1,0,1.983723922,7.681458283,43.7649043
hsa-mir-139-3p_-_1,1046.538602,275.2449598,243.6612399,203.6132357
hsa-mir-4686_+_1,3.324830235,0,0,0
hsa-mir-150-3p,31.84601293,20.92920796,117.5919667,27.44374621
hsa-mir-3913-1-5p_+_1,2.849854487,1.611775687,3.810162135,13.73016605
hsa-mir-23b-5p,44.8536493,32.93803481,24.42986101,21.80122735
hsa-mir-30a-5p_+_1,1444.498436,980.336812,1005.261891,1773.237566
hsa-mir-30a-5p_+_3,4.45240883,1.804446388,0,0
hsa-mir-30a-5p_+_7,0,0,0.407529859,0
hsa-mir-30a-5p_+_6,2.849854487,0,0,0
hsa-mir-4661-5p,2.612366613,2.107706667,0,0
hsa-mir-125b-2-3p_+_3,79.61230681,41.09863381,15.32893907,36.54027607
hsa-mir-3129-3p_+_1,0,2.440439396,3.3437121,5.450306839
hsa-mir-421_-_1,0,0,0.48903583,0
hsa-mir-4512,0,0,0,4.671691576
hsa-mir-4510,4.994400302,0,0,0
hsa-mir-4516,44.56025928,33.60899863,25.14803412,92.67862086
hsa-mir-4517,0,0,2.098817735,0
hsa-mir-671-3p,162.3271418,220.1764766,274.0012053,196.7496269
hsa-mir-200b-3p_+_1,324.5386337,115.5410727,286.3619511,221.322356
hsa-mir-200b-3p_+_2,74.50609808,26.20768756,74.02375224,39.49569689
hsa-mir-1295b-5p_-_1,6.28990356,0,0,0
hsa-mir-2110,146.9261728,175.7280921,167.6025358,163.883862
hsa-mir-16-1-5p_+_8,19.29937931,11.91770215,16.0377839,9.439489162
hsa-mir-16-1-5p_+_1,293.8422121,364.4706699,850.1574546,1295.314763
hsa-mir-16-1-5p_+_7,5.67158643,2.132527549,6.208964015,0
hsa-mir-144-3p,1201.239214,419.4500416,1950.520461,231.6150969
hsa-mir-1269b,0,0,2.321501251,0
hsa-mir-1269a,18.92614851,156.1286752,127.9598593,1834.698323
hsa-mir-1276,0,0,4.61410145,0
hsa-mir-186-5p_-_1,22.77683395,10.77915579,15.31812341,15.66841126
hsa-mir-1301_+_2,0,1.638523792,0,0
hsa-mir-1301_+_1,4.45240883,11.01102763,2.90272384,9.439489162
hsa-mir-3913-1-5p,4.164170356,3.126316733,9.61666422,23.39162967
hsa-mir-323a-3p_-_1,184.5586604,204.0450807,194.4453887,217.6014964
hsa-mir-20a-5p_-_1,7.601968073,12.72451189,18.44684847,10.90061368
hsa-mir-1287,124.37221,107.6972204,156.8640443,223.2010763
hsa-mir-136-5p,65.37076858,65.99570606,62.80469113,119.6881854
hsa-mir-615-3p,0,4.265055098,32.36769611,12.4578442
hsa-mir-618,128.9178393,29.28207218,30.89479991,84.36558986
hsa-mir-23b-5p_+_1,17.58235273,2.184698389,2.247883977,24.32099222
hsa-mir-181a-1-3p_-_1,11.27504491,2.231689412,16.34535582,21.35727845
hsa-mir-3129-5p,0,0,1.330295393,0
hsa-mir-585_+_1,0,1.775067441,0,9.343383152
hsa-mir-29c-3p_+_7,16.43001659,4.242161439,5.018453661,0
hsa-mir-29c-3p_+_6,37.8469583,24.19199392,24.05948133,0
hsa-mir-29c-3p_+_3,6.017286967,0,4.518929088,0
hsa-mir-29c-3p_+_2,21.64260273,17.92924984,26.75600555,0
hsa-mir-29c-3p_+_1,55.49311233,39.05226883,39.2983984,50.93148189
hsa-mir-4767,0,0,1.011915328,0
hsa-mir-146b-3p_+_1,569.5125899,222.6359665,273.9365979,415.8971124
hsa-mir-146b-3p_+_2,8.064893137,2.184698389,11.60911894,18.79116526
hsa-let-7i-5p,108640.6064,213685.841,252880.8194,229385.3457
hsa-mir-103a-1-3p_-_1,97.43919955,120.3748521,115.5555869,73.85087446
hsa-mir-183-5p_+_1,124.8745395,519.6361056,600.8590838,958.0230549
hsa-mir-183-5p_+_2,0,2.321242038,2.129746672,0
hsa-mir-9-1-5p,49.81455076,76.53492466,98.17507417,38.35265284
hsa-mir-3615_+_2,3.087342361,2.184698389,4.059143603,10.29762454
hsa-mir-4645-3p_-_2,0,4.262232075,5.001008171,0
hsa-mir-376a-1-3p_-_1,0,0,0.48903583,0
hsa-mir-320b-1_+_2,0,3.099568628,1.068842335,0
hsa-mir-548ah-5p,58.44529196,10.90741797,6.102883011,0
hsa-mir-31-5p_+_1,2.612366613,2.662297523,11.27152523,152.1978144
hsa-mir-375_-_1,256.6923412,15.74866462,48.178928,29.23953709
hsa-mir-4728-3p_+_1,0,7.966066358,0.801631751,0
hsa-mir-196b-5p,75.66259902,51.23487775,172.411775,79.95392812
hsa-mir-4497_+_1,8.266897318,4.516875035,7.956820157,15.43814386
hsa-mir-1295a,8.841766154,0,12.73772701,11.15575992
hsa-mir-484_-_1,17.19060546,51.54662659,25.15933951,12.06853657
hsa-mir-212-5p_+_1,1.577179043,3.95976583,3.395285806,4.671691576
hsa-mir-17-3p,533.5389403,768.8660091,763.4270523,366.5443305
hsa-mir-98_+_3,2.234336977,4.444332633,5.656714229,0
hsa-mir-98_+_1,79.60461984,115.8666715,153.6320087,424.5775207
hsa-mir-98_+_4,7.670598376,7.18900843,5.867118014,8.564767889
hsa-mir-483-3p,637.4161285,26.99729307,31.09169467,33.48045629
hsa-mir-29b-1-3p_-_1,56.61123266,65.39210852,115.433388,20.89674365
hsa-mir-181c-3p,0,0,2.582817056,0
hsa-mir-222-3p_+_2,0,6.229585854,16.74441455,5.83961447
hsa-mir-3687_+_5,2.612366613,1.638523792,1.501793259,0
hsa-mir-1307-5p_-_1,0,2.048154739,0,0
hsa-mir-224-5p_-_1,0,0,0.867355996,0
hsa-mir-3178_-_1,3.872851427,0,3.273756635,0
hsa-let-7f-2-5p_+_3,65.76651256,55.35683202,61.46386925,27.25153419
hsa-mir-548b-5p,4.426115916,3.936973937,8.617987794,11.15575992
hsa-mir-9-2-5p_+_1,0,0,1.746613755,0
hsa-mir-190b,136.7873201,1047.024742,2178.645425,656.7843653
hsa-mir-1908,1.577179043,1.804446388,0.744082968,0
hsa-mir-4286,17.41644214,0,0.48988607,0
hsa-mir-4284,0,0,1.211237408,0
hsa-mir-16-1-5p,25604.87995,24474.99924,47285.95909,23070.24142
hsa-mir-625-3p_+_1,2.365768564,0,5.331138241,0
hsa-let-7a-2-5p_+_2,6.980878233,12.55462404,8.043012389,0
hsa-let-7a-2-5p_+_3,77.28453058,80.8839696,80.66466483,32.3125334
hsa-let-7a-2-5p_+_1,873.7153223,1645.325862,1945.419753,3909.501318
hsa-let-7a-2-5p_+_6,21.16192772,15.29180293,19.18189649,7.007537364
hsa-let-7a-2-5p_+_4,33.34548343,41.61609144,38.69607849,13.6257671
hsa-let-7a-2-5p_+_5,28.78515904,35.17056288,38.72426918,6.618229733
hsa-mir-520f_-_1,0,0,0,42.90676892
hsa-mir-4508_+_1,4.037293857,1.775067441,0,0
hsa-mir-146a-5p,26299.82829,7671.216753,28745.68456,28953.30715
hsa-mir-574-3p_-_1,4.43260586,0,2.999614895,5.450306839
hsa-mir-381_+_1,4.512269604,7.184976965,2.570174134,11.67922894
hsa-mir-2116-5p,2.965073325,24.5780211,20.99539025,0
hsa-mir-92a-1-3p,96344.90877,112706.8162,100255.4006,62171.23114
hsa-mir-335-3p_-_1,170.638485,106.804339,172.6895642,109.8096309
hsa-mir-10a-3p_-_3,0,0,0.69280076,0
hsa-mir-10a-3p_-_1,24.52456298,27.55727913,28.16316527,15.18299762
hsa-mir-345-5p_+_1,4.749757478,6.007515718,1.86811204,21.3655714
hsa-mir-345-5p_+_2,2.612366613,1.91161109,0.627923117,0
hsa-mir-30c-1-3p,582.6499749,242.7382295,183.9221266,221.4301643
hsa-mir-3065-5p_+_3,0,0,0.570541802,0
hsa-mir-101-1-5p,26.19609474,12.02566527,23.95695566,0
hsa-mir-483-5p_+_1,62.83682887,2.29656813,0,32.60914438
hsa-mir-98_+_5,0,0,2.407241829,0
hsa-mir-3928,34.32998574,52.12691906,41.62162833,73.37716312
hsa-mir-148b-3p,9980.127682,9458.339148,12725.91062,5876.451174
hsa-mir-151a-3p_-_2,1041.611927,1070.529142,1284.582842,903.3438995
hsa-mir-151a-3p_-_1,199.4994585,175.1586158,188.0591346,228.2820708
hsa-mir-504,370.5350915,426.3242561,193.319563,238.0942817
hsa-mir-503,1424.402307,975.7013007,860.3559555,1102.622598
hsa-mir-5701-1_+_3,1.70861063,0,1.814054169,0
hsa-mir-29b-1-5p_+_1,2.10290539,10.57815474,8.134688237,3.893076313
hsa-mir-1291_-_1,18.62335639,28.81957279,32.03966721,72.94150716
hsa-mir-449c-3p_-_3,0,0,2.785801501,7.786152627
hsa-mir-128-1_+_3,0,0,0.529788816,0
hsa-mir-155-5p_+_5,5.52012665,8.854427327,10.5044069,16.30457219
hsa-mir-449c-5p_-_1,0,1.363810196,0,9.343383152
hsa-mir-449c-5p_-_2,0,20.3331702,19.84883583,55.67099128
hsa-mir-378a-5p_+_1,201.00094,43.36677105,27.9142205,73.60743052
hsa-mir-1247-5p_-_1,4.512269604,18.41746104,1.51627494,0
hsa-mir-5588-3p,13.21377065,0,0.611294788,0
hsa-mir-503_+_2,0,0,0.941884676,0
hsa-mir-503_+_1,21.31687296,15.94071196,11.80714307,45.9383005
hsa-mir-483-3p_-_1,1.577179043,0,0,0
hsa-mir-376a-1-5p_-_1,1.577179043,0,0,0
hsa-mir-196b-5p_+_1,0,0,3.872401215,0
hsa-mir-99b-5p_+_5,0,0,0.448282845,0
hsa-mir-99b-5p_+_4,22.33730993,33.58110762,18.7081164,0
hsa-mir-99b-5p_+_1,357.6465074,650.5233371,233.6018658,1122.146952
hsa-mir-26a-2-5p_-_1,9902.977796,6912.113706,7408.486842,2346.858541
hsa-mir-1255a,20.04650354,2.727620393,12.51427703,12.0138953
hsa-mir-376a-2-3p_-_1,0,0,0.48903583,0
hsa-let-7d-5p_-_1,48.81495583,85.00705228,67.53928683,14.40438236
hsa-mir-106b-5p_+_1,40.14067173,42.62690716,46.23648118,104.5847078
hsa-mir-16-2-3p,54.80263767,41.26069797,102.2784442,44.18397436
hsa-mir-18a-3p_+_1,0,2.048154739,0,0
hsa-mir-509-3-5p,1.445747456,0,3.381053677,0
hsa-mir-873-5p,14.62990193,0,11.31053106,0
hsa-mir-135b-5p,6.909546996,1.735758432,34.98536667,50.22068444
hsa-mir-378a-5p,1748.101618,523.7245357,342.1596017,569.1520929
hsa-mir-194-1-5p_+_1,162.7251741,137.4008581,106.4491646,142.8710171
hsa-mir-130a-3p,14127.50518,7843.368915,8845.589668,5609.104087
hsa-mir-493-5p_-_1,0,0,0,10.12199841
hsa-mir-200c-5p,0,0,2.51636978,0
hsa-mir-92a-2-3p_+_3,8.338146508,4.664353291,1.465999821,0
hsa-mir-127-5p_-_2,0,1.775067441,0.448282845,0
hsa-mir-326,367.2605659,202.547253,176.3517759,252.7240478
hsa-mir-4485_+_3,0,0,0,10.29762454
hsa-mir-4485_+_1,11.34192204,113.1114211,262.7966939,856.3674148
hsa-mir-675-5p,302.5670423,51.42211452,25.0708039,61.33838898
hsa-mir-654-5p,125.8867222,175.7572971,122.8305217,250.4691964
hsa-mir-28-3p,17362.16595,10121.73835,11219.40131,13210.57618
hsa-mir-185-3p,77.34839395,65.89127177,87.91621576,258.1528852
hsa-mir-369-3p,933.8328924,630.1277385,650.4896769,444.1175388
hsa-mir-644b-3p_+_2,0,0,0.48903583,0
hsa-mir-720_-_1,76.82516918,52.68638153,75.36658008,178.2004313
hsa-mir-20a-3p_+_1,0,0,1.285513667,0
hsa-mir-431-3p_-_2,0,3.228039617,0,4.671691576
hsa-mir-660-5p,1606.541079,1834.400129,2691.396417,1411.063985
hsa-mir-519a-1-5p,0,0,0,10.29762454
hsa-mir-3196,0,1.638523792,0,0
hsa-mir-3195,0,2.048154739,0,0
hsa-mir-3614-5p,27.10726987,3.30642653,9.324526429,34.32541513
hsa-mir-361-5p_+_2,0,1.501980142,2.007293511,0
hsa-mir-628-3p,12.76735029,8.082649562,14.00305367,10.29762454
hsa-mir-3620_+_1,0,2.594329337,0,0
hsa-mir-378a-5p_+_3,7.599611965,1.638523792,0,0
hsa-mir-378a-5p_+_2,12.32961885,3.548508585,0,0
hsa-let-7a-1-3p_-_5,0,0,3.647038579,0
hsa-mir-449a_+_3,0,0,0,0
hsa-mir-944_+_1,0,0,0,15.44643681
hsa-mir-3656_+_1,0,0,0.69280076,0
hsa-mir-3653_-_6,0,0,2.498177153,0
hsa-mir-3653_-_5,0,0,1.362642084,0
hsa-mir-3653_-_2,1.577179043,0,2.200892576,0
hsa-mir-3653_-_8,0,1.638523792,0,0
hsa-mir-3196_-_4,0,1.363810196,5.180394157,0
hsa-mir-548j,79.81372933,27.78849539,40.11120045,113.6300058
hsa-mir-374a-5p_+_2,1.577179043,0,2.508258362,0
hsa-mir-374a-5p_+_1,13.50583522,15.08292419,22.53758373,29.19807235
hsa-mir-548e,48.12730112,11.5348428,28.729296,24.71859279
hsa-mir-301b,37.72645304,36.52029254,71.03646389,50.70609808
hsa-mir-190a,133.2410735,181.5439155,294.5434675,293.9057922
hsa-mir-30c-2-5p_+_6,1.70861063,0,0,0
hsa-mir-30c-2-5p_+_7,0,0,0.48903583,0
hsa-mir-206_+_1,0,0,16.40697652,11.15575992
hsa-mir-4660,0,0,0.623491362,11.15575992
hsa-mir-141-5p,0,0,22.22912201,0
hsa-mir-151a-3p_+_1,204.0025179,148.1077925,100.9584928,387.9796549
hsa-mir-18a-5p_+_1,0,8.486185066,9.035348165,18.29745867
hsa-mir-218-1-5p,568.7774305,1921.505163,2923.590751,2663.466174
hsa-mir-423-3p,13653.01636,16010.36112,13173.46581,13823.90911
hsa-mir-146b-3p,142.1679951,152.2994229,179.1360203,226.4365222
hsa-mir-675-3p_+_1,62.34315588,7.236813413,0.73257697,6.618229733
hsa-mir-3664-3p_+_3,2.365768564,0,0.48903583,0
hsa-mir-3664-3p_+_2,10.04910812,0,0,0
hsa-mir-203,927.8108,5301.763107,6036.918206,1257.115254
hsa-mir-130a-3p_+_4,0,0,0.448282845,0
hsa-mir-320c-1_-_1,1.971473803,9.046310973,4.12063488,21.91391926
hsa-mir-200b-5p,69.05870456,62.98733119,125.9249429,70.80764058
hsa-mir-130a-3p_-_1,20.76393751,15.14698843,15.05771953,13.23645947
hsa-mir-30c-2-3p,828.0949769,519.006437,412.8919279,630.5119514
hsa-mir-519a-1-3p,0,0,2.861893221,16.30457219
hsa-mir-192-3p_-_4,1.445747456,0,0.623491362,0
hsa-mir-192-3p_-_1,15.80302862,7.979233577,0.784903896,0
hsa-mir-152_-_1,27.89287116,28.90375318,31.15844894,34.2839504
hsa-mir-1270-2_-_1,0,0,0.572371514,14.58830143
hsa-mir-30c-1-5p_+_1,92.0949477,102.5245038,100.4718525,121.656193
hsa-mir-30c-1-5p_+_7,0,0,0.48903583,0
hsa-mir-30c-1-5p_+_6,1.70861063,0,0,0
hsa-mir-1260b_+_1,0,0,1.865484231,0
hsa-mir-1180_-_1,0,1.735758432,0,0
hsa-mir-30d-5p_-_1,135.5520917,122.0858732,77.14261278,97.82402378
hsa-mir-129-1-3p_-_1,0,24.85094417,1.593034974,0
hsa-mir-523-5p,0,0,0,10.29762454
hsa-mir-141-3p_+_1,0,0,20.74964087,13.73016605
hsa-mir-4636,1.971473803,0,0,0
hsa-mir-1248_+_2,0,0,0.627923117,0
hsa-mir-21-3p_+_2,1.577179043,6.626207998,8.159607651,26.74465107
hsa-mir-21-3p_+_1,30.60542095,62.49351815,43.53318145,120.3028768
hsa-mir-4443_+_1,57.73430026,33.48839799,23.0425842,0
hsa-mir-574-5p_+_1,0,3.003960285,3.284110321,26.51438367
hsa-mir-140-3p,4698.506297,5759.862457,9089.292072,3898.179977
hsa-mir-5010-3p_+_1,0,1.501980142,0,0
hsa-mir-185-3p_-_1,9.88925463,11.27646759,5.964692273,61.06177325
hsa-mir-218-1-5p_+_1,0,7.469093362,10.3914787,19.46538157
hsa-mir-378b,3.176864277,0,0,0
hsa-mir-378c,1238.491232,325.494926,301.5148206,783.8435035
hsa-mir-378g,17.5856278,0,0.407529859,9.439489162
hsa-mir-378i,725.8739418,82.18706638,44.26409367,0
hsa-mir-517b-3p,0,0,1.226525666,34.32541513
hsa-mir-548aw_-_2,0,0,0.613262833,0
hsa-mir-223-5p_+_1,0,0,4.819208315,31.74271605
hsa-mir-548j_-_1,61.83728756,16.67038561,35.86233795,79.37581782
hsa-mir-299-3p_-_1,14.76575883,5.9389571,7.321052301,7.396844995
hsa-mir-1304-3p_+_1,0,0,0.985094499,0
hsa-mir-520c-3p,0,0,0,16.30457219
hsa-mir-542-5p_-_1,5.330841889,2.321242038,7.401218155,7.396844995
hsa-mir-10a-3p_-_2,0,0,0.978921901,0
hsa-mir-181a-1-5p_+_1,251.9532755,405.1107408,349.1493693,1302.49203
hsa-mir-181a-1-5p_+_7,4.689896704,0,1.603460555,16.29627924
hsa-mir-221-3p_+_2,0,0,0.744082968,0
hsa-mir-221-3p_+_3,2.365768564,0,3.698977002,0
hsa-mir-15b-5p_+_2,0,0,0.629608665,0
hsa-mir-199b-3p_+_1,8155.328993,10566.94262,9010.114531,10165.73227
hsa-mir-199b-3p_+_2,374.1474113,678.9483819,499.1471162,1081.843429
hsa-mir-3661,0,1.501980142,0,0
hsa-mir-3662,0,0,0.48988607,0
hsa-mir-671-5p,173.4612941,312.4241744,282.7970265,397.1259424
hsa-mir-30b-5p_+_1,116.8999922,110.0778157,61.3020737,60.45537476
hsa-mir-30b-5p_+_6,0,0,0.48903583,0
hsa-mir-668_-_1,2.365768564,0,1.356246816,5.450306839
hsa-mir-519a-1-5p_-_1,0,0,0.817683778,13.73016605
hsa-mir-432-5p_+_2,2.32970047,4.866563409,2.465903302,14.40438236
hsa-mir-26a-2-5p_+_7,2.365768564,0,1.468937203,0
hsa-mir-106b-5p_+_2,0,3.733669555,4.342919462,5.060999207
hsa-mir-99b-3p_+_1,0,15.81468102,6.492671782,39.98940348
hsa-mir-93-3p_+_1,0,0,0.73257697,0
hsa-mir-532-5p_-_1,1.577179043,1.859741177,8.001970165,0
hsa-mir-1179,34.26475465,26.88121363,46.06651063,27.64084182
hsa-mir-516b-2-5p,0,0,1.328736139,90.96235011
hsa-mir-4664-3p,2.849854487,0,2.548065082,4.671691576
hsa-mir-1973_+_8,0,0,1.003636434,0
hsa-mir-3190-3p_+_2,0,0,0,0
hsa-mir-224-3p,0,0,0,0
hsa-mir-590-5p,2.234336977,2.88415565,9.187155627,4.671691576
hsa-mir-190b_+_1,0,4.369396778,1.479541981,9.439489162
hsa-mir-889_+_1,0,0,0,4.282383945
hsa-mir-4705,17.50289148,0,0.686845817,0
hsa-mir-1185-2-3p,15.69614047,21.60056083,19.89507123,13.23645947
hsa-mir-542-3p_+_1,5.4622211,0,2.362429789,11.28992131
hsa-mir-377-3p,18.36935448,12.31210524,10.20545852,0
hsa-let-7i-3p,102.7134968,227.9276829,101.3824583,163.6155392
hsa-mir-195-5p_+_2,6.908020932,9.09394124,13.54481686,7.786152627
hsa-mir-195-5p_+_1,48.33438087,68.01208149,88.55532592,118.7388276
hsa-mir-142-5p,2346.166539,1331.153565,6166.814444,821.6273523
hsa-mir-101-1-3p_+_1,92.46889953,40.1995861,43.56988585,57.42872677
hsa-mir-101-1-3p_+_2,25.4532716,6.916817441,14.27496177,6.228922101
hsa-mir-508-3p,2.365768564,0,9.279101505,5.450306839
hsa-mir-3607-3p_-_2,10.31745046,4.153185357,4.411230444,0
hsa-mir-452-3p_-_5,31.02932121,51.78635321,62.80768386,6.228922101
hsa-mir-452-3p_-_6,0,1.487792942,5.694655577,0
hsa-mir-125b-2-3p,76.43543557,59.52011707,32.64170721,51.97012699
hsa-mir-618_+_1,6.412172596,0,0,0
hsa-mir-28-5p_-_1,138.8016431,77.65976084,107.3145638,51.03247149
hsa-mir-24-2-3p_-_1,50.47648671,56.61232511,64.7453953,41.29978071
hsa-mir-125b-1-5p_-_1,4.664521404,1.638523792,0.48903583,0
hsa-let-7g-5p_-_2,6.959093154,4.852529465,8.258855145,0
hsa-let-7g-5p_-_1,959.8266032,1124.457268,1246.695857,495.1929492
hsa-mir-29a-3p_+_5,90.4314797,92.0060746,74.04505871,0
hsa-mir-29a-3p_+_7,35.74100859,22.26478141,19.10558526,0
hsa-mir-365a-3p_+_1,12.82434519,14.06399588,0,0
hsa-mir-29a-3p_+_2,64.23090811,67.71400464,38.74908093,47.41112732
hsa-mir-148a-3p,273608.0672,70628.50036,93976.04225,60316.33075
hsa-mir-210_-_1,89.01255375,135.4060279,158.6853299,332.0403408
hsa-mir-629-3p_+_1,0,2.662297523,0,0
hsa-let-7f-2-3p,64.62990158,46.78292101,60.53933756,47.83019738
hsa-mir-320b-1,634.0972477,1608.750389,1023.249659,2430.503383
hsa-mir-320b-2,631.2704648,1604.328273,1035.313106,2436.510331
hsa-mir-30e-5p_-_1,51.82039235,22.37783944,23.97279436,31.89346334
hsa-mir-106b-5p,2212.571599,2024.857072,3585.183656,1464.465935
hsa-mir-654-3p_-_1,12.57785048,9.994595044,16.28271371,21.41191972
hsa-mir-654-3p_-_2,43.45194839,43.44088496,48.43509835,24.91568841
hsa-mir-590-3p_+_1,2.612366613,0,4.899147303,10.90061368
hsa-mir-4732-5p,1.445747456,0,4.941896423,0
hsa-mir-29b-2-3p,431.4931244,541.673309,981.3929449,165.6962388
hsa-let-7a-2-3p,0,0,0,4.282383945
hsa-mir-2277-3p,6.695855982,2.321242038,0,0
hsa-mir-3940-3p,3.942947607,0,3.006600275,0
hsa-mir-126-3p_-_1,895.4467821,1152.741754,1417.265374,465.3821206
hsa-mir-139-5p_+_1,52.32843962,52.53420755,11.33991522,13.6257671
hsa-mir-139-5p_+_2,25.85271744,12.27158215,5.231626551,3.893076313
